Gene ID,Gene Symbol,TF
ENSG00000104731.13,KLHDC4,TCF7L2
ENSG00000104738.16,MCM4,TCF7L2
ENSG00000104756.15,KCTD9,TCF7L2
ENSG00000104763.18,ASAH1,TCF7L2
ENSG00000104765.15,BNIP3L,TCF7L2
ENSG00000104805.15,NUCB1,TCF7L2
ENSG00000104808.7,DHDH,TCF7L2
ENSG00000104812.14,GYS1,TCF7L2
ENSG00000104818.14,CGB2,TCF7L2
ENSG00000104823.8,ECH1,TCF7L2
ENSG00000104825.16,NFKBIB,TCF7L2
ENSG00000104835.14,SARS2,TCF7L2
ENSG00000104852.14,SNRNP70,TCF7L2
ENSG00000104866.10,PPP1R37,TCF7L2
ENSG00000104872.10,PIH1D1,TCF7L2
ENSG00000104881.15,PPP1R13L,TCF7L2
ENSG00000104881.15,PPP1R13L,TCF7L2
ENSG00000104885.17,DOT1L,TCF7L2
ENSG00000104888.9,SLC17A7,TCF7L2
ENSG00000104897.9,SF3A2,TCF7L2
ENSG00000104901.6,DKKL1,TCF7L2
ENSG00000104907.12,TRMT1,TCF7L2
ENSG00000104915.14,STX10,TCF7L2
ENSG00000104946.11,TBC1D17,TCF7L2
ENSG00000104951.15,IL4I1,TCF7L2
ENSG00000104953.19,TLE6,TCF7L2
ENSG00000104957.13,CCDC130,TCF7L2
ENSG00000104960.15,PTOV1,TCF7L2
ENSG00000104964.14,AES,TCF7L2
ENSG00000104980.7,TIMM44,TCF7L2
ENSG00000104983.8,CCDC61,TCF7L2
ENSG00000105011.8,ASF1B,TCF7L2
ENSG00000105053.10,VRK3,TCF7L2
ENSG00000105063.18,PPP6R1,TCF7L2
ENSG00000105072.8,C19orf44,TCF7L2
ENSG00000105127.8,AKAP8,TCF7L2
ENSG00000105135.15,ILVBL,TCF7L2
ENSG00000105193.8,RPS16,TCF7L2
ENSG00000105197.10,TIMM50,TCF7L2
ENSG00000105221.16,AKT2,TCF7L2
ENSG00000105223.19,PLD3,TCF7L2
ENSG00000105229.6,PIAS4,TCF7L2
ENSG00000105248.15,CCDC94,TCF7L2
ENSG00000105254.11,TBCB,TCF7L2
ENSG00000105258.8,POLR2I,TCF7L2
ENSG00000105289.14,TJP3,TCF7L2
ENSG00000105298.13,CACTIN,TCF7L2
ENSG00000105323.16,HNRNPUL1,TCF7L2
ENSG00000105325.13,FZR1,TCF7L2
ENSG00000105329.9,TGFB1,TCF7L2
ENSG00000105341.18,ATP5SL,TCF7L2
ENSG00000105355.8,PLIN3,TCF7L2
ENSG00000105372.6,RPS19,TCF7L2
ENSG00000105397.13,TYK2,TCF7L2
ENSG00000105401.7,CDC37,TCF7L2
ENSG00000105402.7,NAPA,TCF7L2
ENSG00000105426.15,PTPRS,TCF7L2
ENSG00000105429.12,MEGF8,TCF7L2
ENSG00000105467.8,SYNGR4,TCF7L2
ENSG00000105479.15,CCDC114,TCF7L2
ENSG00000105486.13,LIG1,TCF7L2
ENSG00000105497.7,ZNF175,TCF7L2
ENSG00000105516.10,DBP,TCF7L2
ENSG00000105552.14,BCAT2,TCF7L2
ENSG00000105568.17,PPP2R1A,TCF7L2
ENSG00000105617.3,LENG1,TCF7L2
ENSG00000105618.13,PRPF31,TCF7L2
ENSG00000105619.13,TFPT,TCF7L2
ENSG00000105642.15,KCNN1,TCF7L2
ENSG00000105643.9,ARRDC2,TCF7L2
ENSG00000105647.15,PIK3R2,TCF7L2
ENSG00000105649.9,RAB3A,TCF7L2
ENSG00000105656.12,ELL,TCF7L2
ENSG00000105669.13,COPE,TCF7L2
ENSG00000105671.11,DDX49,TCF7L2
ENSG00000105676.13,ARMC6,TCF7L2
ENSG00000105677.11,TMEM147,TCF7L2
ENSG00000105699.16,LSR,TCF7L2
ENSG00000105700.10,KXD1,TCF7L2
ENSG00000105705.15,SUGP1,TCF7L2
ENSG00000105708.8,ZNF14,TCF7L2
ENSG00000105717.13,PBX4,TCF7L2
ENSG00000105722.9,ERF,TCF7L2
ENSG00000105723.11,GSK3A,TCF7L2
ENSG00000105726.16,ATP13A1,TCF7L2
ENSG00000105738.10,SIPA1L3,TCF7L2
ENSG00000105771.13,SMG9,TCF7L2
ENSG00000105778.17,AVL9,TCF7L2
ENSG00000105792.19,CFAP69,TCF7L2
ENSG00000105810.9,CDK6,TCF7L2
ENSG00000105821.14,DNAJC2,TCF7L2
ENSG00000105835.11,NAMPT,TCF7L2
ENSG00000105849.5,TWISTNB,TCF7L2
ENSG00000105854.12,PON2,TCF7L2
ENSG00000105855.9,ITGB8,TCF7L2
ENSG00000105856.13,HBP1,TCF7L2
ENSG00000105856.13,HBP1,TCF7L2
ENSG00000105866.13,SP4,TCF7L2
ENSG00000105875.13,WDR91,TCF7L2
ENSG00000105879.11,CBLL1,TCF7L2
ENSG00000105939.12,ZC3HAV1,TCF7L2
ENSG00000105948.13,TTC26,TCF7L2
ENSG00000105953.14,OGDH,TCF7L2
ENSG00000105968.18,H2AFV,TCF7L2
ENSG00000105974.11,CAV1,TCF7L2
ENSG00000105976.14,MET,TCF7L2
ENSG00000105983.19,LMBR1,TCF7L2
ENSG00000105991.7,HOXA1,TCF7L2
ENSG00000106006.6,HOXA6,TCF7L2
ENSG00000106009.15,BRAT1,TCF7L2
ENSG00000106025.8,TSPAN12,TCF7L2
ENSG00000106028.10,SSBP1,TCF7L2
ENSG00000106031.7,HOXA13,TCF7L2
ENSG00000106049.8,HIBADH,TCF7L2
ENSG00000106070.17,GRB10,TCF7L2
ENSG00000106077.18,ABHD11,TCF7L2
ENSG00000106080.10,FKBP14,TCF7L2
ENSG00000106086.18,PLEKHA8,TCF7L2
ENSG00000106105.13,GARS,TCF7L2
ENSG00000106123.11,EPHB6,TCF7L2
ENSG00000106144.19,CASP2,TCF7L2
ENSG00000106153.12,CHCHD2,TCF7L2
ENSG00000106211.8,HSPB1,TCF7L2
ENSG00000106244.12,PDAP1,TCF7L2
ENSG00000106245.9,BUD31,TCF7L2
ENSG00000106261.16,ZKSCAN1,TCF7L2
ENSG00000106263.17,EIF3B,TCF7L2
ENSG00000106266.9,SNX8,TCF7L2
ENSG00000106290.14,TAF6,TCF7L2
ENSG00000106299.7,WASL,TCF7L2
ENSG00000106305.9,AIMP2,TCF7L2
ENSG00000106330.11,MOSPD3,TCF7L2
ENSG00000106344.8,RBM28,TCF7L2
ENSG00000106346.11,USP42,TCF7L2
ENSG00000106351.12,AGFG2,TCF7L2
ENSG00000106355.9,LSM5,TCF7L2
ENSG00000106415.12,GLCCI1,TCF7L2
ENSG00000106443.15,PHF14,TCF7L2
ENSG00000106459.14,NRF1,TCF7L2
ENSG00000106460.18,TMEM106B,TCF7L2
ENSG00000106462.10,EZH2,TCF7L2
ENSG00000106479.10,ZNF862,TCF7L2
ENSG00000106524.8,ANKMY2,TCF7L2
ENSG00000106526.10,ACTR3C,TCF7L2
ENSG00000106537.7,TSPAN13,TCF7L2
ENSG00000106546.12,AHR,TCF7L2
ENSG00000106554.11,CHCHD3,TCF7L2
ENSG00000106588.10,PSMA2,TCF7L2
ENSG00000106591.3,MRPL32,TCF7L2
ENSG00000106603.17,COA1,TCF7L2
ENSG00000106608.16,URGCP,TCF7L2
ENSG00000106609.16,TMEM248,TCF7L2
ENSG00000106615.9,RHEB,TCF7L2
ENSG00000106617.13,PRKAG2,TCF7L2
ENSG00000106628.10,POLD2,TCF7L2
ENSG00000106635.7,BCL7B,TCF7L2
ENSG00000106665.15,CLIP2,TCF7L2
ENSG00000106682.14,EIF4H,TCF7L2
ENSG00000106688.11,SLC1A1,TCF7L2
ENSG00000106701.11,FSD1L,TCF7L2
ENSG00000106723.16,SPIN1,TCF7L2
ENSG00000106733.20,NMRK1,TCF7L2
ENSG00000106771.12,TMEM245,TCF7L2
ENSG00000106780.8,MEGF9,TCF7L2
ENSG00000106785.14,TRIM14,TCF7L2
ENSG00000106789.12,CORO2A,TCF7L2
ENSG00000106853.17,PTGR1,TCF7L2
ENSG00000106976.20,DNM1,TCF7L2
ENSG00000106993.11,CDC37L1,TCF7L2
ENSG00000107020.9,PLGRKT,TCF7L2
ENSG00000107021.15,TBC1D13,TCF7L2
ENSG00000107077.17,KDM4C,TCF7L2
ENSG00000107140.15,TESK1,TCF7L2
ENSG00000107175.11,CREB3,TCF7L2
ENSG00000107185.9,RGP1,TCF7L2
ENSG00000107201.9,DDX58,TCF7L2
ENSG00000107223.12,EDF1,TCF7L2
ENSG00000107262.17,BAG1,TCF7L2
ENSG00000107263.18,RAPGEF1,TCF7L2
ENSG00000107290.13,SETX,TCF7L2
ENSG00000107338.9,SHB,TCF7L2
ENSG00000107341.4,UBE2R2,TCF7L2
ENSG00000107341.4,UBE2R2,TCF7L2
ENSG00000107362.13,ABHD17B,TCF7L2
ENSG00000107371.12,EXOSC3,TCF7L2
ENSG00000107372.12,ZFAND5,TCF7L2
ENSG00000107404.18,DVL1,TCF7L2
ENSG00000107438.8,PDLIM1,TCF7L2
ENSG00000107443.15,CCNJ,TCF7L2
ENSG00000107551.20,RASSF4,TCF7L2
ENSG00000107554.16,DNMBP,TCF7L2
ENSG00000107560.10,RAB11FIP2,TCF7L2
ENSG00000107581.12,EIF3A,TCF7L2
ENSG00000107614.21,TRDMT1,TCF7L2
ENSG00000107643.15,MAPK8,TCF7L2
ENSG00000107651.12,SEC23IP,TCF7L2
ENSG00000107669.17,ATE1,TCF7L2
ENSG00000107672.14,NSMCE4A,TCF7L2
ENSG00000107679.14,PLEKHA1,TCF7L2
ENSG00000107719.8,PALD1,TCF7L2
ENSG00000107731.12,UNC5B,TCF7L2
ENSG00000107758.15,PPP3CB,TCF7L2
ENSG00000107771.15,CCSER2,TCF7L2
ENSG00000107779.12,BMPR1A,TCF7L2
ENSG00000107789.15,MINPP1,TCF7L2
ENSG00000107796.13,ACTA2,TCF7L2
ENSG00000107798.17,LIPA,TCF7L2
ENSG00000107821.14,KAZALD1,TCF7L2
ENSG00000107821.14,KAZALD1,TCF7L2
ENSG00000107829.13,FBXW4,TCF7L2
ENSG00000107854.5,TNKS2,TCF7L2
ENSG00000107862.4,GBF1,TCF7L2
ENSG00000107863.17,ARHGAP21,TCF7L2
ENSG00000107863.17,ARHGAP21,TCF7L2
ENSG00000107864.14,CPEB3,TCF7L2
ENSG00000107874.10,CUEDC2,TCF7L2
ENSG00000107882.11,SUFU,TCF7L2
ENSG00000107897.18,ACBD5,TCF7L2
ENSG00000107902.13,LHPP,TCF7L2
ENSG00000107937.18,GTPBP4,TCF7L2
ENSG00000107938.17,EDRF1,TCF7L2
ENSG00000107949.16,BCCIP,TCF7L2
ENSG00000107960.10,OBFC1,TCF7L2
ENSG00000107968.9,MAP3K8,TCF7L2
ENSG00000107984.9,DKK1,TCF7L2
ENSG00000108021.19,FAM208B,TCF7L2
ENSG00000108039.17,XPNPEP1,TCF7L2
ENSG00000108055.9,SMC3,TCF7L2
ENSG00000108061.11,SHOC2,TCF7L2
ENSG00000108064.10,TFAM,TCF7L2
ENSG00000108091.10,CCDC6,TCF7L2
ENSG00000108094.14,CUL2,TCF7L2
ENSG00000108106.13,UBE2S,TCF7L2
ENSG00000108107.13,RPL28,TCF7L2
ENSG00000108175.16,ZMIZ1,TCF7L2
ENSG00000108179.13,PPIF,TCF7L2
ENSG00000108187.15,PBLD,TCF7L2
ENSG00000108239.8,TBC1D12,TCF7L2
ENSG00000108262.15,GIT1,TCF7L2
ENSG00000108306.11,FBXL20,TCF7L2
ENSG00000108306.11,FBXL20,TCF7L2
ENSG00000108312.14,UBTF,TCF7L2
ENSG00000108344.14,PSMD3,TCF7L2
ENSG00000108349.15,CASC3,TCF7L2
ENSG00000108370.16,RGS9,TCF7L2
ENSG00000108375.12,RNF43,TCF7L2
ENSG00000108384.14,RAD51C,TCF7L2
ENSG00000108389.9,MTMR4,TCF7L2
ENSG00000108395.13,TRIM37,TCF7L2
ENSG00000108406.9,DHX40,TCF7L2
ENSG00000108423.14,TUBD1,TCF7L2
ENSG00000108424.9,KPNB1,TCF7L2
ENSG00000108433.15,GOSR2,TCF7L2
ENSG00000108439.9,PNPO,TCF7L2
ENSG00000108443.13,RPS6KB1,TCF7L2
ENSG00000108468.14,CBX1,TCF7L2
ENSG00000108469.14,RECQL5,TCF7L2
ENSG00000108506.11,INTS2,TCF7L2
ENSG00000108509.20,CAMTA2,TCF7L2
ENSG00000108510.9,MED13,TCF7L2
ENSG00000108511.9,HOXB6,TCF7L2
ENSG00000108518.7,PFN1,TCF7L2
ENSG00000108523.15,RNF167,TCF7L2
ENSG00000108528.13,SLC25A11,TCF7L2
ENSG00000108559.11,NUP88,TCF7L2
ENSG00000108582.11,CPD,TCF7L2
ENSG00000108591.9,DRG2,TCF7L2
ENSG00000108604.15,SMARCD2,TCF7L2
ENSG00000108639.7,SYNGR2,TCF7L2
ENSG00000108641.14,B9D1,TCF7L2
ENSG00000108671.9,PSMD11,TCF7L2
ENSG00000108733.9,PEX12,TCF7L2
ENSG00000108774.14,RAB5C,TCF7L2
ENSG00000108784.9,NAGLU,TCF7L2
ENSG00000108788.11,MLX,TCF7L2
ENSG00000108813.10,DLX4,TCF7L2
ENSG00000108819.10,PPP1R9B,TCF7L2
ENSG00000108821.13,COL1A1,TCF7L2
ENSG00000108825.17,PTGES3L-AARSD1,TCF7L2
ENSG00000108826.15,MRPL27,TCF7L2
ENSG00000108828.15,VAT1,TCF7L2
ENSG00000108829.9,LRRC59,TCF7L2
ENSG00000108830.9,RND2,TCF7L2
ENSG00000108840.15,HDAC5,TCF7L2
ENSG00000108846.15,ABCC3,TCF7L2
ENSG00000108848.15,LUC7L3,TCF7L2
ENSG00000108854.15,SMURF2,TCF7L2
ENSG00000108861.8,DUSP3,TCF7L2
ENSG00000108924.13,HLF,TCF7L2
ENSG00000108932.11,SLC16A6,TCF7L2
ENSG00000108946.14,PRKAR1A,TCF7L2
ENSG00000108953.16,YWHAE,TCF7L2
ENSG00000109046.14,WSB1,TCF7L2
ENSG00000109062.10,SLC9A3R1,TCF7L2
ENSG00000109079.9,TNFAIP1,TCF7L2
ENSG00000109083.13,IFT20,TCF7L2
ENSG00000109089.7,CDR2L,TCF7L2
ENSG00000109113.18,RAB34,TCF7L2
ENSG00000109118.13,PHF12,TCF7L2
ENSG00000109133.12,TMEM33,TCF7L2
ENSG00000109171.14,SLAIN2,TCF7L2
ENSG00000109184.14,DCUN1D4,TCF7L2
ENSG00000109220.10,CHIC2,TCF7L2
ENSG00000109255.11,NMU,TCF7L2
ENSG00000109265.13,KIAA1211,TCF7L2
ENSG00000109320.11,NFKB1,TCF7L2
ENSG00000109323.8,MANBA,TCF7L2
ENSG00000109332.19,UBE2D3,TCF7L2
ENSG00000109381.19,ELF2,TCF7L2
ENSG00000109390.11,NDUFC1,TCF7L2
ENSG00000109436.7,TBC1D9,TCF7L2
ENSG00000109452.12,INPP4B,TCF7L2
ENSG00000109458.8,GAB1,TCF7L2
ENSG00000109466.13,KLHL2,TCF7L2
ENSG00000109475.16,RPL34,TCF7L2
ENSG00000109519.12,GRPEL1,TCF7L2
ENSG00000109534.16,GAR1,TCF7L2
ENSG00000109536.11,FRG1,TCF7L2
ENSG00000109572.13,CLCN3,TCF7L2
ENSG00000109586.11,GALNT7,TCF7L2
ENSG00000109606.12,DHX15,TCF7L2
ENSG00000109618.11,SEPSECS,TCF7L2
ENSG00000109670.13,FBXW7,TCF7L2
ENSG00000109685.17,WHSC1,TCF7L2
ENSG00000109685.17,WHSC1,TCF7L2
ENSG00000109686.17,SH3D19,TCF7L2
ENSG00000109756.8,RAPGEF2,TCF7L2
ENSG00000109762.15,SNX25,TCF7L2
ENSG00000109771.15,LRP2BP,TCF7L2
ENSG00000109775.10,UFSP2,TCF7L2
ENSG00000109787.12,KLF3,TCF7L2
ENSG00000109805.9,NCAPG,TCF7L2
ENSG00000109814.11,UGDH,TCF7L2
ENSG00000109861.15,CTSC,TCF7L2
ENSG00000109881.16,CCDC34,TCF7L2
ENSG00000109919.9,MTCH2,TCF7L2
ENSG00000109920.12,FNBP4,TCF7L2
ENSG00000109929.9,SC5D,TCF7L2
ENSG00000109944.10,C11orf63,TCF7L2
ENSG00000109971.13,HSPA8,TCF7L2
ENSG00000110025.12,SNX15,TCF7L2
ENSG00000110031.12,LPXN,TCF7L2
ENSG00000110046.12,ATG2A,TCF7L2
ENSG00000110048.11,OSBP,TCF7L2
ENSG00000110063.8,DCPS,TCF7L2
ENSG00000110066.14,KMT5B,TCF7L2
ENSG00000110075.14,PPP6R3,TCF7L2
ENSG00000110090.12,CPT1A,TCF7L2
ENSG00000110092.3,CCND1,TCF7L2
ENSG00000110172.11,CHORDC1,TCF7L2
ENSG00000110200.8,ANAPC15,TCF7L2
ENSG00000110218.8,PANX1,TCF7L2
ENSG00000110237.3,ARHGEF17,TCF7L2
ENSG00000110237.3,ARHGEF17,TCF7L2
ENSG00000110315.6,RNF141,TCF7L2
ENSG00000110321.15,EIF4G2,TCF7L2
ENSG00000110328.5,GALNT18,TCF7L2
ENSG00000110330.8,BIRC2,TCF7L2
ENSG00000110375.2,UPK2,TCF7L2
ENSG00000110395.6,CBL,TCF7L2
ENSG00000110400.10,NECTIN1,TCF7L2
ENSG00000110435.11,PDHX,TCF7L2
ENSG00000110455.13,ACCS,TCF7L2
ENSG00000110497.14,AMBRA1,TCF7L2
ENSG00000110514.19,MADD,TCF7L2
ENSG00000110583.12,NAA40,TCF7L2
ENSG00000110628.13,SLC22A18,TCF7L2
ENSG00000110700.6,RPS13,TCF7L2
ENSG00000110713.15,NUP98,TCF7L2
ENSG00000110717.11,NDUFS8,TCF7L2
ENSG00000110721.11,CHKA,TCF7L2
ENSG00000110723.11,EXPH5,TCF7L2
ENSG00000110801.13,PSMD9,TCF7L2
ENSG00000110811.19,P3H3,TCF7L2
ENSG00000110841.13,PPFIBP1,TCF7L2
ENSG00000110851.11,PRDM4,TCF7L2
ENSG00000110880.10,CORO1C,TCF7L2
ENSG00000110888.17,CAPRIN2,TCF7L2
ENSG00000110917.7,MLEC,TCF7L2
ENSG00000110921.12,MVK,TCF7L2
ENSG00000110925.6,CSRNP2,TCF7L2
ENSG00000110958.15,PTGES3,TCF7L2
ENSG00000111011.17,RSRC2,TCF7L2
ENSG00000111077.17,TNS2,TCF7L2
ENSG00000111110.11,PPM1H,TCF7L2
ENSG00000111145.7,ELK3,TCF7L2
ENSG00000111203.11,ITFG2,TCF7L2
ENSG00000111215.11,PRR4,TCF7L2
ENSG00000111231.8,GPN3,TCF7L2
ENSG00000111237.18,VPS29,TCF7L2
ENSG00000111252.10,SH2B3,TCF7L2
ENSG00000111266.8,DUSP16,TCF7L2
ENSG00000111269.2,CREBL2,TCF7L2
ENSG00000111271.14,ACAD10,TCF7L2
ENSG00000111275.12,ALDH2,TCF7L2
ENSG00000111325.16,OGFOD2,TCF7L2
ENSG00000111328.6,CDK2AP1,TCF7L2
ENSG00000111344.11,RASAL1,TCF7L2
ENSG00000111364.15,DDX55,TCF7L2
ENSG00000111412.5,C12orf49,TCF7L2
ENSG00000111424.10,VDR,TCF7L2
ENSG00000111481.9,COPZ1,TCF7L2
ENSG00000111490.12,TBC1D30,TCF7L2
ENSG00000111530.12,CAND1,TCF7L2
ENSG00000111540.15,RAB5B,TCF7L2
ENSG00000111596.11,CNOT2,TCF7L2
ENSG00000111602.11,TIMELESS,TCF7L2
ENSG00000111605.16,CPSF6,TCF7L2
ENSG00000111639.7,MRPL51,TCF7L2
ENSG00000111639.7,MRPL51,TCF7L2
ENSG00000111640.14,GAPDH,TCF7L2
ENSG00000111652.9,COPS7A,TCF7L2
ENSG00000111653.19,ING4,TCF7L2
ENSG00000111665.11,CDCA3,TCF7L2
ENSG00000111667.13,USP5,TCF7L2
ENSG00000111674.8,ENO2,TCF7L2
ENSG00000111676.14,ATN1,TCF7L2
ENSG00000111679.16,PTPN6,TCF7L2
ENSG00000111684.10,LPCAT3,TCF7L2
ENSG00000111696.11,NT5DC3,TCF7L2
ENSG00000111707.11,SUDS3,TCF7L2
ENSG00000111725.10,PRKAB1,TCF7L2
ENSG00000111727.11,HCFC2,TCF7L2
ENSG00000111731.12,C2CD5,TCF7L2
ENSG00000111737.11,RAB35,TCF7L2
ENSG00000111752.10,PHC1,TCF7L2
ENSG00000111785.18,RIC8B,TCF7L2
ENSG00000111786.8,SRSF9,TCF7L2
ENSG00000111790.13,FGFR1OP2,TCF7L2
ENSG00000111799.20,COL12A1,TCF7L2
ENSG00000111802.13,TDP2,TCF7L2
ENSG00000111817.16,DSE,TCF7L2
ENSG00000111832.12,RWDD1,TCF7L2
ENSG00000111837.11,MAK,TCF7L2
ENSG00000111843.13,TMEM14C,TCF7L2
ENSG00000111845.4,PAK1IP1,TCF7L2
ENSG00000111875.7,ASF1A,TCF7L2
ENSG00000111877.17,MCM9,TCF7L2
ENSG00000111880.15,RNGTT,TCF7L2
ENSG00000111885.6,MAN1A1,TCF7L2
ENSG00000111897.6,SERINC1,TCF7L2
ENSG00000111906.17,HDDC2,TCF7L2
ENSG00000111911.6,HINT3,TCF7L2
ENSG00000111962.7,UST,TCF7L2
ENSG00000111981.4,ULBP1,TCF7L2
ENSG00000112029.9,FBXO5,TCF7L2
ENSG00000112031.15,MTRF1L,TCF7L2
ENSG00000112062.10,MAPK14,TCF7L2
ENSG00000112078.13,KCTD20,TCF7L2
ENSG00000112079.8,STK38,TCF7L2
ENSG00000112081.16,SRSF3,TCF7L2
ENSG00000112110.9,MRPL18,TCF7L2
ENSG00000112149.9,CD83,TCF7L2
ENSG00000112167.9,SAYSD1,TCF7L2
ENSG00000112175.7,BMP5,TCF7L2
ENSG00000112186.11,CAP2,TCF7L2
ENSG00000112208.11,BAG2,TCF7L2
ENSG00000112210.11,RAB23,TCF7L2
ENSG00000112218.8,GPR63,TCF7L2
ENSG00000112237.12,CCNC,TCF7L2
ENSG00000112282.17,MED23,TCF7L2
ENSG00000112290.12,WASF1,TCF7L2
ENSG00000112293.14,GPLD1,TCF7L2
ENSG00000112294.12,ALDH5A1,TCF7L2
ENSG00000112297.14,AIM1,TCF7L2
ENSG00000112304.10,ACOT13,TCF7L2
ENSG00000112305.14,SMAP1,TCF7L2
ENSG00000112306.7,RPS12,TCF7L2
ENSG00000112308.12,C6orf62,TCF7L2
ENSG00000112320.11,SOBP,TCF7L2
ENSG00000112335.14,SNX3,TCF7L2
ENSG00000112378.11,PERP,TCF7L2
ENSG00000112379.8,ARFGEF3,TCF7L2
ENSG00000112394.16,SLC16A10,TCF7L2
ENSG00000112406.4,HECA,TCF7L2
ENSG00000112425.13,EPM2A,TCF7L2
ENSG00000112473.17,SLC39A7,TCF7L2
ENSG00000112514.15,CUTA,TCF7L2
ENSG00000112561.17,TFEB,TCF7L2
ENSG00000112576.12,CCND3,TCF7L2
ENSG00000112578.9,BYSL,TCF7L2
ENSG00000112592.13,TBP,TCF7L2
ENSG00000112624.12,GLTSCR1L,TCF7L2
ENSG00000112655.15,PTK7,TCF7L2
ENSG00000112658.7,SRF,TCF7L2
ENSG00000112667.12,DNPH1,TCF7L2
ENSG00000112679.14,DUSP22,TCF7L2
ENSG00000112685.13,EXOC2,TCF7L2
ENSG00000112697.15,TMEM30A,TCF7L2
ENSG00000112701.17,SENP6,TCF7L2
ENSG00000112715.20,VEGFA,TCF7L2
ENSG00000112739.16,PRPF4B,TCF7L2
ENSG00000112759.16,SLC29A1,TCF7L2
ENSG00000112773.15,FAM46A,TCF7L2
ENSG00000112837.16,TBX18,TCF7L2
ENSG00000112851.14,ERBIN,TCF7L2
ENSG00000112855.14,HARS2,TCF7L2
ENSG00000112893.9,MAN2A1,TCF7L2
ENSG00000112941.13,PAPD7,TCF7L2
ENSG00000112977.15,DAP,TCF7L2
ENSG00000112983.17,BRD8,TCF7L2
ENSG00000112984.11,KIF20A,TCF7L2
ENSG00000112996.10,MRPS30,TCF7L2
ENSG00000113013.12,HSPA9,TCF7L2
ENSG00000113048.16,MRPS27,TCF7L2
ENSG00000113070.7,HBEGF,TCF7L2
ENSG00000113108.18,APBB3,TCF7L2
ENSG00000113141.16,IK,TCF7L2
ENSG00000113161.15,HMGCR,TCF7L2
ENSG00000113163.15,COL4A3BP,TCF7L2
ENSG00000113240.12,CLK4,TCF7L2
ENSG00000113263.12,ITK,TCF7L2
ENSG00000113269.13,RNF130,TCF7L2
ENSG00000113273.15,ARSB,TCF7L2
ENSG00000113282.13,CLINT1,TCF7L2
ENSG00000113296.14,THBS4,TCF7L2
ENSG00000113300.11,CNOT6,TCF7L2
ENSG00000113328.18,CCNG1,TCF7L2
ENSG00000113360.16,DROSHA,TCF7L2
ENSG00000113368.11,LMNB1,TCF7L2
ENSG00000113369.8,ARRDC3,TCF7L2
ENSG00000113384.13,GOLPH3,TCF7L2
ENSG00000113407.13,TARS,TCF7L2
ENSG00000113441.15,LNPEP,TCF7L2
ENSG00000113460.12,BRIX1,TCF7L2
ENSG00000113522.13,RAD50,TCF7L2
ENSG00000113525.9,IL5,TCF7L2
ENSG00000113555.5,PCDH12,TCF7L2
ENSG00000113558.18,SKP1,TCF7L2
ENSG00000113569.15,NUP155,TCF7L2
ENSG00000113575.9,PPP2CA,TCF7L2
ENSG00000113583.7,C5orf15,TCF7L2
ENSG00000113597.17,TRAPPC13,TCF7L2
ENSG00000113600.10,C9,TCF7L2
ENSG00000113615.12,SEC24A,TCF7L2
ENSG00000113638.13,TTC33,TCF7L2
ENSG00000113645.14,WWC1,TCF7L2
ENSG00000113648.16,H2AFY,TCF7L2
ENSG00000113649.11,TCERG1,TCF7L2
ENSG00000113658.16,SMAD5,TCF7L2
ENSG00000113712.16,CSNK1A1,TCF7L2
ENSG00000113716.12,HMGXB3,TCF7L2
ENSG00000113719.15,ERGIC1,TCF7L2
ENSG00000113734.17,BNIP1,TCF7L2
ENSG00000113739.10,STC2,TCF7L2
ENSG00000113742.12,CPEB4,TCF7L2
ENSG00000113810.15,SMC4,TCF7L2
ENSG00000113811.10,SELK,TCF7L2
ENSG00000113812.13,ACTR8,TCF7L2
ENSG00000113838.12,TBCCD1,TCF7L2
ENSG00000113845.9,TIMMDC1,TCF7L2
ENSG00000113851.13,CRBN,TCF7L2
ENSG00000113916.17,BCL6,TCF7L2
ENSG00000113946.3,CLDN16,TCF7L2
ENSG00000114023.15,FAM162A,TCF7L2
ENSG00000114026.21,OGG1,TCF7L2
ENSG00000114030.12,KPNA1,TCF7L2
ENSG00000114054.13,PCCB,TCF7L2
ENSG00000114062.18,UBE3A,TCF7L2
ENSG00000114098.17,ARMC8,TCF7L2
ENSG00000114107.8,CEP70,TCF7L2
ENSG00000114115.9,RBP1,TCF7L2
ENSG00000114120.11,SLC25A36,TCF7L2
ENSG00000114125.13,RNF7,TCF7L2
ENSG00000114126.17,TFDP2,TCF7L2
ENSG00000114127.10,XRN1,TCF7L2
ENSG00000114166.7,KAT2B,TCF7L2
ENSG00000114209.14,PDCD10,TCF7L2
ENSG00000114302.15,PRKAR2A,TCF7L2
ENSG00000114316.12,USP4,TCF7L2
ENSG00000114346.13,ECT2,TCF7L2
ENSG00000114354.13,TFG,TCF7L2
ENSG00000114383.9,TUSC2,TCF7L2
ENSG00000114391.12,RPL24,TCF7L2
ENSG00000114473.13,IQCG,TCF7L2
ENSG00000114480.12,GBE1,TCF7L2
ENSG00000114503.10,NCBP2,TCF7L2
ENSG00000114529.12,C3orf52,TCF7L2
ENSG00000114573.9,ATP6V1A,TCF7L2
ENSG00000114626.17,ABTB1,TCF7L2
ENSG00000114648.11,KLHL18,TCF7L2
ENSG00000114686.8,MRPL3,TCF7L2
ENSG00000114698.14,PLSCR4,TCF7L2
ENSG00000114735.9,HEMK1,TCF7L2
ENSG00000114737.15,CISH,TCF7L2
ENSG00000114738.10,MAPKAPK3,TCF7L2
